*******************MIL CNN*********************
Size of training dataset 1776
Size of Validation dataset 445
Size of testing dataset 585
No. of Epochs: 800
 Batch size: 1
 Learning_rate : 0.01
 Patch size 512*512
 Step 1776
Epoch	BatchTime	AverageBatchTime	Loss	AverageLoss	Accuracy	AverageAccuracy
[1][298/1776]	2.793296	 2.048383	1.386201382	1.421045683	0.000000000	0.481605351	
[1][299/1776]	2.666634	 2.050444	1.391065478	1.420945749	1.000000000	0.483333333	
[1][300/1776]	1.004084	 2.046967	1.386482716	1.420831254	0.000000000	0.481727575	
[1][301/1776]	2.115425	 2.047194	1.385960937	1.420715789	1.000000000	0.483443709	
[1][302/1776]	1.201308	 2.044402	1.380497336	1.420583055	1.000000000	0.485148515	
[1][303/1776]	1.071915	 2.041203	1.385707974	1.420468335	1.000000000	0.486842105	
[1][304/1776]	1.099658	 2.038116	1.384571671	1.420350641	1.000000000	0.488524590	
[1][305/1776]	1.523676	 2.036435	1.382584214	1.420227221	1.000000000	0.490196078	
[1][306/1776]	2.045353	 2.036464	1.386525631	1.420117444	0.000000000	0.488599349	
[1][307/1776]	4.102283	 2.043171	1.384131193	1.420000605	1.000000000	0.490259740	
[1][308/1776]	2.635330	 2.045088	1.385370016	1.419888532	1.000000000	0.491909385	
[1][309/1776]	0.715018	 2.040797	1.393153071	1.419802289	0.000000000	0.490322581	
[1][310/1776]	2.750802	 2.043080	1.386550903	1.419695371	0.000000000	0.488745981	
[1][311/1776]	0.768340	 2.038995	1.384635210	1.419582999	1.000000000	0.490384615	
[1][312/1776]	4.603283	 2.047187	1.386365652	1.419476873	0.000000000	0.488817891	
[1][313/1776]	0.675249	 2.042818	1.390112519	1.419383356	0.000000000	0.487261146	
[1][314/1776]	2.717289	 2.044959	1.386798978	1.419279913	0.000000000	0.485714286	
[1][315/1776]	1.342176	 2.042735	1.389603615	1.419186001	1.000000000	0.487341772	
[1][316/1776]	5.068811	 2.052281	1.386491776	1.419082865	0.000000000	0.485804416	
[1][317/1776]	2.241660	 2.052877	1.385655880	1.418977748	1.000000000	0.487421384	
[1][318/1776]	4.940861	 2.061930	1.386023879	1.418874445	1.000000000	0.489028213	
[1][319/1776]	1.913831	 2.061467	1.387935400	1.418777760	0.000000000	0.487500000	
[1][320/1776]	2.047110	 2.061422	1.387777448	1.418681186	0.000000000	0.485981308	
[1][321/1776]	0.966248	 2.058021	1.385092974	1.418576875	1.000000000	0.487577640	
[1][322/1776]	2.055420	 2.058013	1.385990858	1.418475989	1.000000000	0.489164087	
[1][323/1776]	1.709292	 2.056937	1.386343002	1.418376814	1.000000000	0.490740741	
[1][324/1776]	1.383028	 2.054863	1.386413574	1.418278465	0.000000000	0.489230769	
[1][325/1776]	3.279978	 2.058621	1.383464217	1.418171673	1.000000000	0.490797546	
[1][326/1776]	3.839283	 2.064067	1.386090159	1.418073564	1.000000000	0.492354740	
[1][327/1776]	2.886189	 2.066573	1.386246204	1.417976530	1.000000000	0.493902439	
[1][328/1776]	3.626039	 2.071313	1.386466503	1.417880755	1.000000000	0.495440729	
[1][329/1776]	4.092464	 2.077438	1.383603811	1.417776885	1.000000000	0.496969697	
[1][330/1776]	1.522197	 2.075760	1.385475755	1.417679299	1.000000000	0.498489426	
[1][331/1776]	2.756316	 2.077810	1.389150143	1.417593367	0.000000000	0.496987952	
[1][332/1776]	1.848126	 2.077121	1.382596970	1.417488273	1.000000000	0.498498498	
[1][333/1776]	2.134964	 2.077294	1.381229162	1.417379713	1.000000000	0.500000000	
[1][334/1776]	1.011724	 2.074113	1.383424878	1.417278355	1.000000000	0.501492537	
[1][335/1776]	1.468298	 2.072310	1.383640885	1.417178244	1.000000000	0.502976190	
[1][336/1776]	2.148705	 2.072537	1.387243032	1.417089415	1.000000000	0.504451039	
[1][337/1776]	1.088290	 2.069625	1.385667086	1.416996450	1.000000000	0.505917160	
[1][338/1776]	4.744652	 2.077516	1.386066914	1.416905212	1.000000000	0.507374631	
[1][339/1776]	1.219339	 2.074992	1.386387348	1.416815454	1.000000000	0.508823529	
[1][340/1776]	0.996359	 2.071828	1.390773296	1.416739084	0.000000000	0.507331378	
[1][341/1776]	4.340669	 2.078462	1.389991879	1.416660875	0.000000000	0.505847953	
[1][342/1776]	1.739853	 2.077475	1.384005547	1.416565670	1.000000000	0.507288630	
[1][343/1776]	2.013832	 2.077290	1.384345531	1.416472007	1.000000000	0.508720930	
[1][344/1776]	1.392684	 2.075306	1.387365341	1.416387640	0.000000000	0.507246377	
[1][345/1776]	2.441474	 2.076364	1.388785601	1.416307865	0.000000000	0.505780347	
[1][346/1776]	1.434504	 2.074514	1.386401892	1.416221681	0.000000000	0.504322767	
[1][347/1776]	1.182508	 2.071951	1.387729406	1.416139807	1.000000000	0.505747126	
[1][348/1776]	3.516845	 2.076091	1.386093259	1.416053713	1.000000000	0.507163324	
[1][349/1776]	1.967790	 2.075782	1.386305809	1.415968719	0.000000000	0.505714286	
[1][350/1776]	2.693236	 2.077541	1.387138486	1.415886582	1.000000000	0.507122507	
[1][351/1776]	3.031249	 2.080250	1.386978865	1.415804458	0.000000000	0.505681818	
[1][352/1776]	2.760457	 2.082177	1.389955521	1.415731231	0.000000000	0.504249292	
[1][353/1776]	1.445624	 2.080379	1.386026382	1.415647319	1.000000000	0.505649718	
[1][354/1776]	1.585740	 2.078986	1.386610508	1.415565525	0.000000000	0.504225352	
[1][355/1776]	1.165453	 2.076420	1.390745878	1.415495807	1.000000000	0.505617978	
[1][356/1776]	6.843723	 2.089773	1.388440847	1.415420023	0.000000000	0.504201681	
[1][357/1776]	2.287993	 2.090327	1.386594534	1.415339505	0.000000000	0.502793296	
[1][358/1776]	2.699478	 2.092024	1.382981539	1.415249371	1.000000000	0.504178273	
[1][359/1776]	4.473515	 2.098639	1.380781054	1.415153626	1.000000000	0.505555556	
[1][360/1776]	1.599978	 2.097258	1.387036800	1.415075740	0.000000000	0.504155125	
[1][361/1776]	1.903836	 2.096724	1.384591937	1.414991531	1.000000000	0.505524862	
[1][362/1776]	0.785060	 2.093110	1.390545130	1.414924185	0.000000000	0.504132231	
[1][363/1776]	1.184280	 2.090613	1.385640979	1.414843737	1.000000000	0.505494505	
[1][364/1776]	2.807643	 2.092578	1.383325338	1.414757385	1.000000000	0.506849315	
[1][365/1776]	2.047122	 2.092454	1.385442019	1.414677289	1.000000000	0.508196721	
[1][366/1776]	1.874943	 2.091861	1.385921001	1.414598934	1.000000000	0.509536785	
[1][367/1776]	2.140869	 2.091994	1.386324883	1.414522102	1.000000000	0.510869565	
[1][368/1776]	3.189490	 2.094968	1.387247086	1.414448186	0.000000000	0.509485095	
[1][369/1776]	4.138130	 2.100490	1.387933254	1.414376524	0.000000000	0.508108108	
[1][370/1776]	5.170812	 2.108766	1.390918136	1.414313294	0.000000000	0.506738544	
[1][371/1776]	2.750271	 2.110491	1.387588024	1.414241452	0.000000000	0.505376344	
[1][372/1776]	0.891380	 2.107222	1.390060425	1.414176623	0.000000000	0.504021448	
[1][373/1776]	0.806407	 2.103744	1.378123879	1.414080225	1.000000000	0.505347594	
[1][374/1776]	2.904175	 2.105879	1.386230469	1.414005959	1.000000000	0.506666667	
[1][375/1776]	3.025625	 2.108325	1.386309862	1.413932300	0.000000000	0.505319149	
[1][376/1776]	2.741036	 2.110003	1.386833191	1.413860419	0.000000000	0.503978780	
[1][377/1776]	1.811798	 2.109214	1.385842562	1.413786297	1.000000000	0.505291005	
[1][378/1776]	2.303127	 2.109726	1.390581131	1.413725070	0.000000000	0.503957784	
[1][379/1776]	4.081206	 2.114914	1.385438204	1.413650631	1.000000000	0.505263158	
[1][380/1776]	4.579189	 2.121382	1.382923722	1.413569983	1.000000000	0.506561680	
[1][381/1776]	2.729926	 2.122975	1.378791094	1.413478939	1.000000000	0.507853403	
[1][382/1776]	1.543659	 2.121462	1.386910915	1.413409570	0.000000000	0.506527415	
[1][383/1776]	3.683016	 2.125529	1.385160685	1.413336006	1.000000000	0.507812500	
[1][384/1776]	0.576201	 2.121505	1.386478901	1.413266247	0.000000000	0.506493506	
[1][385/1776]	1.188712	 2.119088	1.387060881	1.413198357	0.000000000	0.505181347	
[1][386/1776]	2.468926	 2.119992	1.386487246	1.413129336	0.000000000	0.503875969	
[1][387/1776]	1.196134	 2.117611	1.382900238	1.413051426	1.000000000	0.505154639	
[1][388/1776]	2.856411	 2.119510	1.381476164	1.412970256	1.000000000	0.506426735	
[1][389/1776]	3.679386	 2.123510	1.386544704	1.412902498	0.000000000	0.505128205	
[1][390/1776]	2.962411	 2.125655	1.383861303	1.412828224	1.000000000	0.506393862	
[1][391/1776]	0.703943	 2.122029	1.387498736	1.412763608	0.000000000	0.505102041	
[1][392/1776]	3.818479	 2.126345	1.386022568	1.412695565	1.000000000	0.506361323	
[1][393/1776]	1.024658	 2.123549	1.382632971	1.412619264	1.000000000	0.507614213	
[1][394/1776]	3.653357	 2.127422	1.388427854	1.412558019	0.000000000	0.506329114	
[1][395/1776]	0.630465	 2.123642	1.383757830	1.412485292	1.000000000	0.507575758	
[1][396/1776]	3.528741	 2.127181	1.387266397	1.412421768	0.000000000	0.506297229	
[1][397/1776]	2.526671	 2.128185	1.383886695	1.412350072	1.000000000	0.507537688	
[1][398/1776]	0.622729	 2.124412	1.390049338	1.412294180	0.000000000	0.506265664	
[1][399/1776]	5.190439	 2.132077	1.386712074	1.412230225	0.000000000	0.505000000	
[1][400/1776]	0.763412	 2.128664	1.382370234	1.412155761	1.000000000	0.506234414	
[1][401/1776]	3.121928	 2.131135	1.386909485	1.412092960	0.000000000	0.504975124	
[1][402/1776]	1.837814	 2.130407	1.384808421	1.412025256	1.000000000	0.506203474	
[1][403/1776]	6.863120	 2.142121	1.386700153	1.411962570	0.000000000	0.504950495	
[1][404/1776]	1.298550	 2.140038	1.381480575	1.411887306	1.000000000	0.506172840	
[1][405/1776]	1.661554	 2.138860	1.389228582	1.411831496	0.000000000	0.504926108	
[1][406/1776]	2.862401	 2.140638	1.384655952	1.411764726	1.000000000	0.506142506	
[1][407/1776]	3.349885	 2.143601	1.367272973	1.411655677	1.000000000	0.507352941	
[1][408/1776]	0.659512	 2.139973	1.385454059	1.411591615	1.000000000	0.508557457	
[1][409/1776]	3.317184	 2.142844	1.383891582	1.411524054	1.000000000	0.509756098	
[1][410/1776]	2.254000	 2.143115	1.384176731	1.411457515	1.000000000	0.510948905	
[1][411/1776]	1.136524	 2.140671	1.388899565	1.411402763	0.000000000	0.509708738	
[1][412/1776]	1.957208	 2.140227	1.387483835	1.411344848	0.000000000	0.508474576	
[1][413/1776]	2.213394	 2.140404	1.387899399	1.411288216	0.000000000	0.507246377	
[1][414/1776]	2.939447	 2.142329	1.383715749	1.411221777	1.000000000	0.508433735	
[1][415/1776]	0.733391	 2.138942	1.386461735	1.411162257	0.000000000	0.507211538	
[1][416/1776]	1.853620	 2.138258	1.418245554	1.411179244	0.000000000	0.505995204	
[1][417/1776]	1.195164	 2.136002	1.385950089	1.411118887	1.000000000	0.507177033	
[1][418/1776]	1.015083	 2.133327	1.377022743	1.411037512	1.000000000	0.508353222	
[1][419/1776]	1.751452	 2.132418	1.382995009	1.410970744	1.000000000	0.509523810	
[1][420/1776]	3.636749	 2.135991	1.380096793	1.410897409	1.000000000	0.510688836	
[1][421/1776]	2.591586	 2.137070	1.386254311	1.410839013	1.000000000	0.511848341	
[1][422/1776]	0.811717	 2.133937	1.391065359	1.410792267	0.000000000	0.510638298	
[1][423/1776]	0.702906	 2.130562	1.381735444	1.410723737	1.000000000	0.511792453	
[1][424/1776]	1.053665	 2.128028	1.392502308	1.410680863	0.000000000	0.510588235	
[1][425/1776]	5.538124	 2.136033	1.385372877	1.410621454	1.000000000	0.511737089	
[1][426/1776]	1.285048	 2.134040	1.384184599	1.410559541	1.000000000	0.512880562	
[1][427/1776]	1.649858	 2.132909	1.391902924	1.410515951	0.000000000	0.511682243	
[1][428/1776]	1.904976	 2.132378	1.392054558	1.410472918	0.000000000	0.510489510	
[1][429/1776]	3.459549	 2.135464	1.386831284	1.410417937	0.000000000	0.509302326	
[1][430/1776]	1.752141	 2.134575	1.387375832	1.410364475	0.000000000	0.508120650	
[1][431/1776]	0.545500	 2.130896	1.388180971	1.410313124	0.000000000	0.506944444	
[1][432/1776]	1.966470	 2.130517	1.389735341	1.410265601	0.000000000	0.505773672	
[1][433/1776]	0.789084	 2.127426	1.387755871	1.410213735	0.000000000	0.504608295	
[1][434/1776]	1.470856	 2.125916	1.379426122	1.410142959	1.000000000	0.505747126	
[1][435/1776]	1.226416	 2.123853	1.386460066	1.410088640	1.000000000	0.506880734	
[1][436/1776]	3.226875	 2.126377	1.380224824	1.410020302	1.000000000	0.508009153	
[1][437/1776]	1.452521	 2.124839	1.391387939	1.409977762	0.000000000	0.506849315	
[1][438/1776]	0.775619	 2.121765	1.389238596	1.409930520	0.000000000	0.505694761	
[1][439/1776]	1.993634	 2.121474	1.389965296	1.409885145	0.000000000	0.504545455	
[1][440/1776]	2.209988	 2.121675	1.386519670	1.409832162	0.000000000	0.503401361	
[1][441/1776]	2.081449	 2.121584	1.389917731	1.409787107	0.000000000	0.502262443	
[1][442/1776]	2.440011	 2.122303	1.384877801	1.409730878	1.000000000	0.503386005	
[1][443/1776]	4.332763	 2.127281	1.386524200	1.409678611	0.000000000	0.502252252	
[1][444/1776]	4.672569	 2.133001	1.387366652	1.409628471	0.000000000	0.501123596	
[1][445/1776]	2.683524	 2.134235	1.379791737	1.409561573	1.000000000	0.502242152	
[1][446/1776]	2.350875	 2.134720	1.387913823	1.409513144	0.000000000	0.501118568	
[1][447/1776]	2.429145	 2.135377	1.384916425	1.409458241	1.000000000	0.502232143	
[1][448/1776]	3.835984	 2.139165	1.384261250	1.409402123	1.000000000	0.503340757	
[1][449/1776]	0.697226	 2.135960	1.386435986	1.409351087	0.000000000	0.502222222	
[1][450/1776]	3.607378	 2.139223	1.393821120	1.409316652	0.000000000	0.501108647	
[1][451/1776]	1.024889	 2.136758	1.372267365	1.409234685	1.000000000	0.502212389	
[1][452/1776]	0.651043	 2.133478	1.382483840	1.409175632	1.000000000	0.503311258	
[1][453/1776]	7.169051	 2.144570	1.389043331	1.409131288	0.000000000	0.502202643	
[1][454/1776]	1.554528	 2.143273	1.385910869	1.409080254	1.000000000	0.503296703	
[1][455/1776]	4.528870	 2.148504	1.382020831	1.409020913	1.000000000	0.504385965	
[1][456/1776]	5.237616	 2.155264	1.385440350	1.408969315	1.000000000	0.505470460	
[1][457/1776]	1.873012	 2.154648	1.369181156	1.408882441	1.000000000	0.506550218	
[1][458/1776]	1.710954	 2.153681	1.390512943	1.408842420	0.000000000	0.505446623	
[1][459/1776]	5.245851	 2.160403	1.380434990	1.408780665	1.000000000	0.506521739	
[1][460/1776]	1.237490	 2.158401	1.391910076	1.408744069	0.000000000	0.505422993	
[1][461/1776]	1.853913	 2.157742	1.384913921	1.408692489	1.000000000	0.506493506	
[1][462/1776]	7.176120	 2.168581	1.383954048	1.408639058	1.000000000	0.507559395	
[1][463/1776]	0.836805	 2.165711	1.380379558	1.408578154	1.000000000	0.508620690	
[1][464/1776]	9.529093	 2.181546	1.386560678	1.408530805	0.000000000	0.507526882	
[1][465/1776]	2.032431	 2.181226	1.377307415	1.408463802	1.000000000	0.508583691	
[1][466/1776]	0.760038	 2.178183	1.371884465	1.408385473	1.000000000	0.509635974	
[1][467/1776]	3.164830	 2.180291	1.390541077	1.408347344	0.000000000	0.508547009	
[1][468/1776]	2.619251	 2.181227	1.386517286	1.408300798	0.000000000	0.507462687	
[1][469/1776]	0.735961	 2.178152	1.383346796	1.408247705	1.000000000	0.508510638	
[1][470/1776]	2.148733	 2.178089	1.384951115	1.408198243	1.000000000	0.509554140	
[1][471/1776]	3.765781	 2.181453	1.384566665	1.408148176	1.000000000	0.510593220	
[1][472/1776]	6.542874	 2.190674	1.387729883	1.408105008	0.000000000	0.509513742	
[1][473/1776]	0.981290	 2.188122	1.386764050	1.408059985	0.000000000	0.508438819	
[1][474/1776]	2.299065	 2.188356	1.392178297	1.408026550	0.000000000	0.507368421	
[1][475/1776]	13.126578	 2.211335	1.389793634	1.407988245	0.000000000	0.506302521	
[1][476/1776]	0.673332	 2.208111	1.386563063	1.407943329	0.000000000	0.505241090	
[1][477/1776]	1.191802	 2.205985	1.388788819	1.407903257	0.000000000	0.504184100	
[1][478/1776]	5.208510	 2.212253	1.376728654	1.407838174	1.000000000	0.505219207	
[1][479/1776]	1.671100	 2.211126	1.382959247	1.407786343	1.000000000	0.506250000	
[1][480/1776]	0.973486	 2.208553	1.388704538	1.407746672	0.000000000	0.505197505	
[1][481/1776]	1.655874	 2.207406	1.402843833	1.407736500	0.000000000	0.504149378	
[1][482/1776]	2.016173	 2.207010	1.389655828	1.407699066	0.000000000	0.503105590	
[1][483/1776]	1.592588	 2.205741	1.386428356	1.407655118	1.000000000	0.504132231	
[1][484/1776]	2.723101	 2.206807	1.380452871	1.407599031	1.000000000	0.505154639	
[1][485/1776]	2.952709	 2.208342	1.386298418	1.407555203	1.000000000	0.506172840	
[1][486/1776]	2.040872	 2.207998	1.379258752	1.407497099	1.000000000	0.507186858	
[1][487/1776]	4.295334	 2.212276	1.383307099	1.407447529	1.000000000	0.508196721	
[1][488/1776]	5.087668	 2.218156	1.380402327	1.407392222	1.000000000	0.509202454	
[1][489/1776]	1.347070	 2.216378	1.399882317	1.407376896	0.000000000	0.508163265	
[1][490/1776]	0.871676	 2.213639	1.392648697	1.407346899	0.000000000	0.507128310	
[1][491/1776]	7.251078	 2.223878	1.384895444	1.407301266	1.000000000	0.508130081	
[1][492/1776]	2.618736	 2.224679	1.379031301	1.407243924	1.000000000	0.509127789	
[1][493/1776]	3.720085	 2.227706	1.387043238	1.407203032	0.000000000	0.508097166	
[1][494/1776]	0.674653	 2.224569	1.394369006	1.407177104	0.000000000	0.507070707	
[1][495/1776]	0.998076	 2.222096	1.383156180	1.407128675	1.000000000	0.508064516	
[1][496/1776]	2.370393	 2.222394	1.386943936	1.407088062	0.000000000	0.507042254	
[1][497/1776]	4.231157	 2.226428	1.386705875	1.407047134	0.000000000	0.506024096	
[1][498/1776]	0.752798	 2.223475	1.380435228	1.406993803	1.000000000	0.507014028	
[1][499/1776]	1.232189	 2.221492	1.386035919	1.406951887	1.000000000	0.508000000	
[1][500/1776]	2.600104	 2.222248	1.379585266	1.406897263	1.000000000	0.508982036	
[1][501/1776]	0.771552	 2.219358	1.390956402	1.406865509	0.000000000	0.507968127	
[1][502/1776]	2.226215	 2.219372	1.381089330	1.406814264	1.000000000	0.508946322	
[1][503/1776]	1.573437	 2.218090	1.390080214	1.406781061	0.000000000	0.507936508	
[1][504/1776]	0.630741	 2.214947	1.391458273	1.406750719	0.000000000	0.506930693	
[1][505/1776]	1.687926	 2.213905	1.381292820	1.406700407	1.000000000	0.507905138	
[1][506/1776]	3.219816	 2.215889	1.386876583	1.406661307	0.000000000	0.506903353	
[1][507/1776]	1.145598	 2.213782	1.398737907	1.406645710	0.000000000	0.505905512	
[1][508/1776]	0.881576	 2.211165	1.387181520	1.406607470	0.000000000	0.504911591	
[1][509/1776]	0.623980	 2.208053	1.389231443	1.406573399	0.000000000	0.503921569	
[1][510/1776]	1.696693	 2.207052	1.383335829	1.406527924	1.000000000	0.504892368	
[1][511/1776]	1.163120	 2.205013	1.388797641	1.406493295	0.000000000	0.503906250	
[1][512/1776]	2.023750	 2.204660	1.379345894	1.406440376	1.000000000	0.504873294	
[1][513/1776]	0.758657	 2.201847	1.380688429	1.406390275	1.000000000	0.505836576	
[1][514/1776]	3.804165	 2.204958	1.379929900	1.406338896	1.000000000	0.506796117	
[1][515/1776]	0.887162	 2.202404	1.380224109	1.406288285	1.000000000	0.507751938	
[1][516/1776]	1.748228	 2.201526	1.384989500	1.406247089	1.000000000	0.508704062	
[1][517/1776]	1.227933	 2.199646	1.397897959	1.406230971	0.000000000	0.507722008	
[1][518/1776]	2.518454	 2.200261	1.381040335	1.406182434	1.000000000	0.508670520	
[1][519/1776]	2.757812	 2.201333	1.392685890	1.406156479	0.000000000	0.507692308	
[1][520/1776]	3.364466	 2.203565	1.388086677	1.406121796	0.000000000	0.506717850	
[1][521/1776]	2.131857	 2.203428	1.386303663	1.406083830	1.000000000	0.507662835	
[1][522/1776]	1.636804	 2.202344	1.386033535	1.406045493	1.000000000	0.508604207	
[1][523/1776]	1.876110	 2.201722	1.389960766	1.406014797	0.000000000	0.507633588	
[1][524/1776]	1.649641	 2.200670	1.390662193	1.405985554	0.000000000	0.506666667	
[1][525/1776]	1.569283	 2.199470	1.385056853	1.405945766	1.000000000	0.507604563	
[1][526/1776]	0.714894	 2.196653	1.390637279	1.405916717	0.000000000	0.506641366	
[1][527/1776]	4.280040	 2.200599	1.382341027	1.405872066	1.000000000	0.507575758	
[1][528/1776]	1.210960	 2.198728	1.378394961	1.405820125	1.000000000	0.508506616	
[1][529/1776]	1.869628	 2.198107	1.385359883	1.405781520	1.000000000	0.509433962	
[1][530/1776]	3.579704	 2.200709	1.382033587	1.405736797	1.000000000	0.510357815	
[1][531/1776]	2.495437	 2.201263	1.383982420	1.405695906	1.000000000	0.511278195	
[1][532/1776]	0.652030	 2.198356	1.401853323	1.405688696	0.000000000	0.510318949	
[1][533/1776]	0.687497	 2.195527	1.382299066	1.405644896	1.000000000	0.511235955	
[1][534/1776]	1.976384	 2.195117	1.386981845	1.405610011	0.000000000	0.510280374	
[1][535/1776]	0.701435	 2.192331	1.393414617	1.405587259	0.000000000	0.509328358	
[1][536/1776]	1.373742	 2.190806	1.375226021	1.405530720	1.000000000	0.510242086	
[1][537/1776]	1.655616	 2.189811	1.386580467	1.405495497	0.000000000	0.509293680	
[1][538/1776]	1.977692	 2.189418	1.393738031	1.405473683	0.000000000	0.508348794	
[1][539/1776]	3.282888	 2.191443	1.388386965	1.405442041	0.000000000	0.507407407	
[1][540/1776]	1.379051	 2.189941	1.386148810	1.405406379	1.000000000	0.508317930	
[1][541/1776]	5.316566	 2.195710	1.381910801	1.405363029	1.000000000	0.509225092	
[1][542/1776]	2.594619	 2.196445	1.388830662	1.405332583	0.000000000	0.508287293	
[1][543/1776]	0.698712	 2.193691	1.370716333	1.405268950	1.000000000	0.509191176	
[1][544/1776]	1.207111	 2.191881	1.386565685	1.405234632	0.000000000	0.508256881	
[1][545/1776]	5.186860	 2.197366	1.383721709	1.405195231	1.000000000	0.509157509	
[1][546/1776]	1.412571	 2.195932	1.366252303	1.405124037	1.000000000	0.510054845	
[1][547/1776]	0.918063	 2.193600	1.383748531	1.405085031	1.000000000	0.510948905	
[1][548/1776]	0.774141	 2.191014	1.384936690	1.405048331	1.000000000	0.511839709	
[1][549/1776]	1.532228	 2.189816	1.382662058	1.405007629	1.000000000	0.512727273	
[1][550/1776]	1.193116	 2.188008	1.387010336	1.404974966	0.000000000	0.511796733	
[1][551/1776]	1.858302	 2.187410	1.398177266	1.404962651	0.000000000	0.510869565	
[1][552/1776]	2.270585	 2.187561	1.386044502	1.404928441	1.000000000	0.511754069	
[1][553/1776]	1.487892	 2.186298	1.379764795	1.404883019	1.000000000	0.512635379	
[1][554/1776]	1.471688	 2.185010	1.371969938	1.404823716	1.000000000	0.513513514	
[1][555/1776]	2.300545	 2.185218	1.369842172	1.404760800	1.000000000	0.514388489	
[1][556/1776]	1.453227	 2.183904	1.379970551	1.404716293	1.000000000	0.515260323	
[1][557/1776]	2.050632	 2.183665	1.380044222	1.404672078	1.000000000	0.516129032	
[1][558/1776]	2.879577	 2.184910	1.387658119	1.404641642	0.000000000	0.515205725	
[1][559/1776]	4.233219	 2.188568	1.402957797	1.404638635	0.000000000	0.514285714	
[1][560/1776]	1.987882	 2.188210	1.391176581	1.404614638	0.000000000	0.513368984	
[1][561/1776]	2.018754	 2.187908	1.394396186	1.404596456	0.000000000	0.512455516	
[1][562/1776]	3.970064	 2.191074	1.398121238	1.404584955	0.000000000	0.511545293	
[1][563/1776]	1.481501	 2.189816	1.381968856	1.404544855	1.000000000	0.512411348	
[1][564/1776]	3.914104	 2.192868	1.395591736	1.404529009	0.000000000	0.511504425	
[1][565/1776]	0.977053	 2.190719	1.387756586	1.404499376	0.000000000	0.510600707	
[1][566/1776]	5.748616	 2.196994	1.379580379	1.404455427	1.000000000	0.511463845	
[1][567/1776]	0.966965	 2.194829	1.379927754	1.404412244	1.000000000	0.512323944	
[1][568/1776]	2.850650	 2.195981	1.390101314	1.404387093	0.000000000	0.511423550	
[1][569/1776]	3.446176	 2.198175	1.397986174	1.404375864	0.000000000	0.510526316	
[1][570/1776]	2.704165	 2.199061	1.384115577	1.404340381	1.000000000	0.511383538	
[1][571/1776]	2.406215	 2.199423	1.388732195	1.404313094	0.000000000	0.510489510	
[1][572/1776]	1.774846	 2.198682	1.390308142	1.404288653	0.000000000	0.509598604	
[1][573/1776]	0.783606	 2.196217	1.386971831	1.404258484	0.000000000	0.508710801	
[1][574/1776]	1.572519	 2.195132	1.384176850	1.404223560	1.000000000	0.509565217	
[1][575/1776]	1.713790	 2.194296	1.379832745	1.404181215	1.000000000	0.510416667	
[1][576/1776]	1.334152	 2.192806	1.387984037	1.404153143	0.000000000	0.509532062	
[1][577/1776]	1.516822	 2.191636	1.375455141	1.404103493	1.000000000	0.510380623	
[1][578/1776]	1.065156	 2.189691	1.395206451	1.404088126	0.000000000	0.509499136	
[1][579/1776]	5.454366	 2.195319	1.389633536	1.404063205	0.000000000	0.508620690	
[1][580/1776]	2.151633	 2.195244	1.378153682	1.404018610	1.000000000	0.509466437	
[1][581/1776]	2.866260	 2.196397	1.389532566	1.403993720	0.000000000	0.508591065	
[1][582/1776]	1.322461	 2.194898	1.399203539	1.403985504	0.000000000	0.507718696	
[1][583/1776]	0.880976	 2.192648	1.378889441	1.403942531	1.000000000	0.508561644	
[1][584/1776]	2.017592	 2.192349	1.391843438	1.403921849	0.000000000	0.507692308	
[1][585/1776]	0.954556	 2.190237	1.388395548	1.403895353	0.000000000	0.506825939	
[1][586/1776]	1.627167	 2.189278	1.391601562	1.403874410	0.000000000	0.505962521	
[1][587/1776]	3.466990	 2.191450	1.383657575	1.403840027	1.000000000	0.506802721	
[1][588/1776]	3.994278	 2.194511	1.388083220	1.403813276	0.000000000	0.505942275	
[1][589/1776]	3.436134	 2.196616	1.387220383	1.403785152	0.000000000	0.505084746	
[1][590/1776]	2.833376	 2.197693	1.384105921	1.403751854	0.000000000	0.504230118	
[1][591/1776]	3.887031	 2.200547	1.381810546	1.403714791	1.000000000	0.505067568	
[1][592/1776]	3.728919	 2.203124	1.385848522	1.403684662	1.000000000	0.505902192	
[1][593/1776]	3.405295	 2.205148	1.382143021	1.403648397	1.000000000	0.506734007	
[1][594/1776]	6.672078	 2.212655	1.387198925	1.403620751	0.000000000	0.505882353	
[1][595/1776]	1.707521	 2.211808	1.391803265	1.403600923	0.000000000	0.505033557	
[1][596/1776]	3.406682	 2.213809	1.390389919	1.403578794	0.000000000	0.504187605	
[1][597/1776]	0.717233	 2.211307	1.391018510	1.403557790	0.000000000	0.503344482	
[1][598/1776]	1.032014	 2.209338	1.381784320	1.403521440	1.000000000	0.504173623	
[1][599/1776]	4.580202	 2.213289	1.381399035	1.403484569	1.000000000	0.505000000	
[1][600/1776]	4.706936	 2.217439	1.378199577	1.403442498	1.000000000	0.505823627	
[1][601/1776]	5.294020	 2.222549	1.385420322	1.403412561	1.000000000	0.506644518	
[1][602/1776]	3.363564	 2.224441	1.390246034	1.403390726	0.000000000	0.505804312	
[1][603/1776]	1.309821	 2.222927	1.387227058	1.403363965	0.000000000	0.504966887	
[1][604/1776]	3.001090	 2.224213	1.381494999	1.403327818	1.000000000	0.505785124	
