*******************MIL CNN*********************
Size of training dataset 1776
Size of Validation dataset 445
Size of testing dataset 585
No. of Epochs: 800
 Batch size: 1
 Learning_rate : 0.01
 Patch size 512*512
 Step 1776
Epoch	BatchTime	AverageBatchTime	Loss	AverageLoss	Accuracy	AverageAccuracy
[1][605/1776]	2.617743	 2.224863	1.385749698	1.403298811	1.000000000	0.506600660	
[1][606/1776]	5.258340	 2.229860	1.388820529	1.403274959	0.000000000	0.505766063	
[1][607/1776]	2.937337	 2.231024	1.375437260	1.403229173	1.000000000	0.506578947	
[1][608/1776]	1.155972	 2.229259	1.386890292	1.403202344	0.000000000	0.505747126	
[1][609/1776]	2.218736	 2.229241	1.407863617	1.403209985	0.000000000	0.504918033	
[1][610/1776]	6.435325	 2.236125	1.387795806	1.403184758	0.000000000	0.504091653	
[1][611/1776]	2.241073	 2.236133	1.388223410	1.403160311	0.000000000	0.503267974	
[1][612/1776]	1.775803	 2.235382	1.391815186	1.403141803	0.000000000	0.502446982	
[1][613/1776]	0.903049	 2.233212	1.390824795	1.403121743	0.000000000	0.501628664	
[1][614/1776]	0.724840	 2.230760	1.386803150	1.403095209	0.000000000	0.500813008	
[1][615/1776]	2.130248	 2.230597	1.388864994	1.403072108	0.000000000	0.500000000	
[1][616/1776]	0.821603	 2.228313	1.391730070	1.403053725	0.000000000	0.499189627	
[1][617/1776]	1.947803	 2.227859	1.387042284	1.403027817	0.000000000	0.498381877	
[1][618/1776]	3.614288	 2.230099	1.384638190	1.402998108	1.000000000	0.499192246	
[1][619/1776]	2.458848	 2.230468	1.391067505	1.402978865	0.000000000	0.498387097	
[1][620/1776]	3.457996	 2.232445	1.386583090	1.402952463	1.000000000	0.499194847	
[1][621/1776]	0.797992	 2.230138	1.386734486	1.402926389	0.000000000	0.498392283	
[1][622/1776]	1.236158	 2.228543	1.389207006	1.402904368	0.000000000	0.497592295	
[1][623/1776]	3.044840	 2.229851	1.388798714	1.402881762	0.000000000	0.496794872	
[1][624/1776]	3.268974	 2.231514	1.389529705	1.402860399	0.000000000	0.496000000	
[1][625/1776]	1.794934	 2.230816	1.386507988	1.402834277	0.000000000	0.495207668	
[1][626/1776]	3.463008	 2.232781	1.387271404	1.402809456	0.000000000	0.494417863	
[1][627/1776]	3.161808	 2.234261	1.391630173	1.402791655	0.000000000	0.493630573	
[1][628/1776]	1.370493	 2.232888	1.386089802	1.402765101	1.000000000	0.494435612	
[1][629/1776]	2.638650	 2.233532	1.386740565	1.402739666	0.000000000	0.493650794	
[1][630/1776]	2.516726	 2.233980	1.386215687	1.402713479	1.000000000	0.494453249	
[1][631/1776]	4.504559	 2.237573	1.390617609	1.402694340	0.000000000	0.493670886	
[1][632/1776]	1.051744	 2.235700	1.385042667	1.402666454	1.000000000	0.494470774	
[1][633/1776]	1.905771	 2.235179	1.384539604	1.402637863	1.000000000	0.495268139	
[1][634/1776]	2.487201	 2.235576	1.384217381	1.402608854	1.000000000	0.496062992	
[1][635/1776]	3.411382	 2.237425	1.386431932	1.402583419	0.000000000	0.495283019	
[1][636/1776]	4.454741	 2.240906	1.385947585	1.402557303	1.000000000	0.496075353	
[1][637/1776]	1.948493	 2.240448	1.390040755	1.402537684	0.000000000	0.495297806	
[1][638/1776]	1.837266	 2.239817	1.381814718	1.402505254	1.000000000	0.496087637	
[1][639/1776]	1.532547	 2.238712	1.383181095	1.402475060	1.000000000	0.496875000	
[1][640/1776]	5.393800	 2.243634	1.386719584	1.402450481	1.000000000	0.497659906	
[1][641/1776]	4.199546	 2.246680	1.385916710	1.402424727	1.000000000	0.498442368	
[1][642/1776]	3.122042	 2.248042	1.387788892	1.402401965	0.000000000	0.497667185	
[1][643/1776]	2.488632	 2.248415	1.389325380	1.402381660	0.000000000	0.496894410	
[1][644/1776]	2.727033	 2.249157	1.389716506	1.402362024	0.000000000	0.496124031	
[1][645/1776]	5.470270	 2.254143	1.381919265	1.402330379	1.000000000	0.496904025	
[1][646/1776]	2.574735	 2.254639	1.386187434	1.402305428	1.000000000	0.497681607	
[1][647/1776]	0.769073	 2.252346	1.390685320	1.402287496	0.000000000	0.496913580	
[1][648/1776]	1.211276	 2.250742	1.386481047	1.402263141	0.000000000	0.496147920	
[1][649/1776]	1.481865	 2.249559	1.389586806	1.402243639	0.000000000	0.495384615	
[1][650/1776]	1.846847	 2.248941	1.390619040	1.402225783	0.000000000	0.494623656	
[1][651/1776]	2.094746	 2.248704	1.390292168	1.402207479	0.000000000	0.493865031	
[1][652/1776]	5.235589	 2.253278	1.387490988	1.402184943	0.000000000	0.493108729	
[1][653/1776]	6.887760	 2.260365	1.386584520	1.402161089	0.000000000	0.492354740	
[1][654/1776]	1.963909	 2.259912	1.384330511	1.402133867	1.000000000	0.493129771	
[1][655/1776]	1.458649	 2.258691	1.392906904	1.402119801	0.000000000	0.492378049	
[1][656/1776]	2.419248	 2.258935	1.386149406	1.402095493	0.000000000	0.491628615	
[1][657/1776]	5.182230	 2.263378	1.386573076	1.402071903	0.000000000	0.490881459	
[1][658/1776]	2.549645	 2.263812	1.389621258	1.402053009	0.000000000	0.490136571	
[1][659/1776]	1.360826	 2.262444	1.386475325	1.402029407	0.000000000	0.489393939	
[1][660/1776]	2.261205	 2.262442	1.381564498	1.401998446	1.000000000	0.490166415	
[1][661/1776]	2.860498	 2.263346	1.384927034	1.401972659	1.000000000	0.490936556	
[1][662/1776]	3.735268	 2.265566	1.385872483	1.401948375	1.000000000	0.491704374	
[1][663/1776]	2.271803	 2.265575	1.387130141	1.401926058	0.000000000	0.490963855	
[1][664/1776]	1.643294	 2.264639	1.384835005	1.401900358	1.000000000	0.491729323	
[1][665/1776]	5.079115	 2.268865	1.386783361	1.401877659	0.000000000	0.490990991	
[1][666/1776]	2.175287	 2.268725	1.386951685	1.401855282	0.000000000	0.490254873	
[1][667/1776]	1.409461	 2.267439	1.388944864	1.401835955	0.000000000	0.489520958	
[1][668/1776]	2.554430	 2.267868	1.386170506	1.401812538	1.000000000	0.490284006	
[1][669/1776]	1.947464	 2.267389	1.389529467	1.401794205	0.000000000	0.489552239	
[1][670/1776]	0.676636	 2.265019	1.387184143	1.401772432	0.000000000	0.488822653	
[1][671/1776]	4.013479	 2.267621	1.386777163	1.401750117	0.000000000	0.488095238	
[1][672/1776]	0.956717	 2.265673	1.386611223	1.401727623	0.000000000	0.487369985	
[1][673/1776]	1.794881	 2.264974	1.386188388	1.401704568	1.000000000	0.488130564	
[1][674/1776]	2.052818	 2.264660	1.387892723	1.401684106	0.000000000	0.487407407	
[1][675/1776]	0.645127	 2.262264	1.384438276	1.401658594	1.000000000	0.488165680	
[1][676/1776]	0.702526	 2.259960	1.386739969	1.401636558	0.000000000	0.487444609	
[1][677/1776]	0.685475	 2.257638	1.384733796	1.401611627	1.000000000	0.488200590	
[1][678/1776]	0.823866	 2.255526	1.386562586	1.401589464	0.000000000	0.487481591	
[1][679/1776]	2.807161	 2.256338	1.388796568	1.401570651	0.000000000	0.486764706	
[1][680/1776]	0.983501	 2.254469	1.382851362	1.401543163	1.000000000	0.487518355	
[1][681/1776]	3.611200	 2.256458	1.385674953	1.401519896	1.000000000	0.488269795	
[1][682/1776]	3.949667	 2.258937	1.387542605	1.401499431	0.000000000	0.487554905	
[1][683/1776]	2.949439	 2.259947	1.386380911	1.401477328	0.000000000	0.486842105	
[1][684/1776]	0.831902	 2.257862	1.386461258	1.401455407	0.000000000	0.486131387	
[1][685/1776]	3.906675	 2.260265	1.386009097	1.401432890	1.000000000	0.486880466	
[1][686/1776]	4.982420	 2.264228	1.387655735	1.401412836	0.000000000	0.486171761	
[1][687/1776]	3.464245	 2.265972	1.386055708	1.401390515	1.000000000	0.486918605	
[1][688/1776]	4.075866	 2.268599	1.388415575	1.401371683	0.000000000	0.486211901	
[1][689/1776]	2.828131	 2.269410	1.386516094	1.401350153	0.000000000	0.485507246	
[1][690/1776]	0.719408	 2.267167	1.387893796	1.401330680	0.000000000	0.484804631	
[1][691/1776]	3.768726	 2.269336	1.397810459	1.401325593	0.000000000	0.484104046	
[1][692/1776]	0.859849	 2.267303	1.387247086	1.401305277	0.000000000	0.483405483	
[1][693/1776]	5.317904	 2.271698	1.384048820	1.401280412	1.000000000	0.484149856	
[1][694/1776]	3.868713	 2.273996	1.386387825	1.401258984	0.000000000	0.483453237	
[1][695/1776]	3.140773	 2.275241	1.386187911	1.401237330	1.000000000	0.484195402	
[1][696/1776]	3.048095	 2.276350	1.384227514	1.401212926	1.000000000	0.484935438	
[1][697/1776]	1.107846	 2.274676	1.388562202	1.401194801	0.000000000	0.484240688	
[1][698/1776]	4.551873	 2.277934	1.386042118	1.401173124	1.000000000	0.484978541	
[1][699/1776]	5.113711	 2.281985	1.385164976	1.401150255	1.000000000	0.485714286	
[1][700/1776]	4.298134	 2.284861	1.388848543	1.401132706	0.000000000	0.485021398	
[1][701/1776]	2.516902	 2.285192	1.385998130	1.401111147	1.000000000	0.485754986	
[1][702/1776]	2.231678	 2.285116	1.386713505	1.401090667	0.000000000	0.485064011	
[1][703/1776]	2.714185	 2.285725	1.385943651	1.401069151	1.000000000	0.485795455	
[1][704/1776]	3.708798	 2.287744	1.386058688	1.401047860	1.000000000	0.486524823	
[1][705/1776]	2.660598	 2.288272	1.383728385	1.401023328	1.000000000	0.487252125	
[1][706/1776]	3.504719	 2.289992	1.389953852	1.401007671	0.000000000	0.486562942	
[1][707/1776]	0.724638	 2.287781	1.382917523	1.400982120	1.000000000	0.487288136	
[1][708/1776]	2.025747	 2.287412	1.388721943	1.400964827	0.000000000	0.486600846	
[1][709/1776]	0.931860	 2.285503	1.384417534	1.400941521	1.000000000	0.487323944	
[1][710/1776]	2.074302	 2.285206	1.386054873	1.400920584	1.000000000	0.488045007	
[1][711/1776]	3.290309	 2.286617	1.386375666	1.400900156	0.000000000	0.487359551	
[1][712/1776]	1.725941	 2.285831	1.386832356	1.400880425	0.000000000	0.486676017	
[1][713/1776]	3.550402	 2.287602	1.386475801	1.400860251	0.000000000	0.485994398	
[1][714/1776]	1.344847	 2.286283	1.382736564	1.400834903	1.000000000	0.486713287	
[1][715/1776]	3.704330	 2.288264	1.386192322	1.400814452	1.000000000	0.487430168	
[1][716/1776]	1.690838	 2.287431	1.392305613	1.400802585	0.000000000	0.486750349	
[1][717/1776]	4.070896	 2.289915	1.383912086	1.400779061	1.000000000	0.487465181	
[1][718/1776]	1.730423	 2.289136	1.385178566	1.400757363	1.000000000	0.488178025	
[1][719/1776]	0.686968	 2.286911	1.388659477	1.400740560	0.000000000	0.487500000	
[1][720/1776]	2.231562	 2.286834	1.386163712	1.400720343	1.000000000	0.488210818	
[1][721/1776]	3.712479	 2.288809	1.386179924	1.400700204	1.000000000	0.488919668	
[1][722/1776]	1.457992	 2.287660	1.386088729	1.400679994	1.000000000	0.489626556	
[1][723/1776]	0.709501	 2.285480	1.386547804	1.400660475	0.000000000	0.488950276	
[1][724/1776]	3.156052	 2.286681	1.385700226	1.400639840	1.000000000	0.489655172	
[1][725/1776]	3.956670	 2.288981	1.387182713	1.400621304	0.000000000	0.488980716	
[1][726/1776]	3.403473	 2.290514	1.385313749	1.400600248	1.000000000	0.489683631	
[1][727/1776]	0.704197	 2.288335	1.388656497	1.400583842	0.000000000	0.489010989	
[1][728/1776]	1.993136	 2.287930	1.385913134	1.400563717	1.000000000	0.489711934	
[1][729/1776]	1.777830	 2.287231	1.388928533	1.400547779	0.000000000	0.489041096	
[1][730/1776]	1.668121	 2.286385	1.385476947	1.400527162	1.000000000	0.489740082	
[1][731/1776]	1.950204	 2.285925	1.385034204	1.400505997	1.000000000	0.490437158	
[1][732/1776]	3.101809	 2.287038	1.383225083	1.400482421	1.000000000	0.491132333	
[1][733/1776]	2.222680	 2.286951	1.389189005	1.400467035	0.000000000	0.490463215	
[1][734/1776]	4.909888	 2.290519	1.382888556	1.400443119	1.000000000	0.491156463	
[1][735/1776]	1.986418	 2.290106	1.383429885	1.400420003	1.000000000	0.491847826	
[1][736/1776]	0.857870	 2.288163	1.389972448	1.400405827	0.000000000	0.491180461	
[1][737/1776]	1.522021	 2.287125	1.383873701	1.400383426	1.000000000	0.491869919	
[1][738/1776]	1.978664	 2.286707	1.386087418	1.400364081	1.000000000	0.492557510	
[1][739/1776]	1.267073	 2.285329	1.386232615	1.400344984	1.000000000	0.493243243	
[1][740/1776]	4.213911	 2.287932	1.384982944	1.400324253	1.000000000	0.493927126	
[1][741/1776]	1.993806	 2.287536	1.382398129	1.400300094	1.000000000	0.494609164	
[1][742/1776]	3.060013	 2.288575	1.390525341	1.400286938	0.000000000	0.493943472	
[1][743/1776]	2.412887	 2.288742	1.386440992	1.400268328	0.000000000	0.493279570	
[1][744/1776]	0.601148	 2.286477	1.386344910	1.400249639	0.000000000	0.492617450	
[1][745/1776]	1.333563	 2.285200	1.377318263	1.400218899	0.000000000	0.491957105	
[1][746/1776]	3.067240	 2.286247	1.386548281	1.400200599	0.000000000	0.491298527	
[1][747/1776]	2.986262	 2.287183	1.384059429	1.400179020	1.000000000	0.491978610	
[1][748/1776]	1.907666	 2.286676	1.388987660	1.400164078	0.000000000	0.491321762	
[1][749/1776]	2.489795	 2.286947	1.386556864	1.400145935	0.000000000	0.490666667	
[1][750/1776]	4.769522	 2.290252	1.385686040	1.400126681	1.000000000	0.491344874	
[1][751/1776]	3.787634	 2.292244	1.384163499	1.400105453	1.000000000	0.492021277	
[1][752/1776]	1.759282	 2.291536	1.386332035	1.400087162	0.000000000	0.491367862	
[1][753/1776]	2.652500	 2.292015	1.389111996	1.400072606	0.000000000	0.490716180	
[1][754/1776]	0.643132	 2.289831	1.383903980	1.400051190	1.000000000	0.491390728	
[1][755/1776]	2.427764	 2.290013	1.387625694	1.400034755	0.000000000	0.490740741	
[1][756/1776]	4.223620	 2.292567	1.385757565	1.400015894	1.000000000	0.491413474	
[1][757/1776]	1.964551	 2.292135	1.390116096	1.400002834	0.000000000	0.490765172	
[1][758/1776]	3.307492	 2.293472	1.386592865	1.399985166	1.000000000	0.491436100	
[1][759/1776]	2.577106	 2.293846	1.384029508	1.399964172	0.000000000	0.490789474	
[1][760/1776]	5.543786	 2.298116	1.385354757	1.399944974	1.000000000	0.491458607	
[1][761/1776]	0.881146	 2.296257	1.386532307	1.399927372	0.000000000	0.490813648	
[1][762/1776]	0.694383	 2.294157	1.381625175	1.399903385	1.000000000	0.491480996	
[1][763/1776]	4.306176	 2.296791	1.385126472	1.399884043	0.000000000	0.490837696	
[1][764/1776]	2.540619	 2.297109	1.384872079	1.399864420	1.000000000	0.491503268	
[1][765/1776]	3.661141	 2.298890	1.385621309	1.399845826	1.000000000	0.492167102	
[1][766/1776]	2.678279	 2.299385	1.385473013	1.399827087	1.000000000	0.492829205	
[1][767/1776]	0.815356	 2.297452	1.383760571	1.399806167	1.000000000	0.493489583	
[1][768/1776]	0.845812	 2.295565	1.384926915	1.399786818	1.000000000	0.494148244	
[1][769/1776]	0.769853	 2.293583	1.386659861	1.399769770	1.000000000	0.494805195	
[1][770/1776]	2.575988	 2.293950	1.386358976	1.399752376	0.000000000	0.494163424	
[1][771/1776]	2.507780	 2.294227	1.386978984	1.399735830	0.000000000	0.493523316	
[1][772/1776]	1.038137	 2.292602	1.386238456	1.399718369	1.000000000	0.494178525	
[1][773/1776]	3.725178	 2.294453	1.386324644	1.399701065	0.000000000	0.493540052	
[1][774/1776]	1.901494	 2.293945	1.390613914	1.399689339	0.000000000	0.492903226	
[1][775/1776]	4.042085	 2.296198	1.383009315	1.399667844	1.000000000	0.493556701	
[1][776/1776]	4.237535	 2.298697	1.384542346	1.399648378	1.000000000	0.494208494	
[1][777/1776]	1.274984	 2.297381	1.385153294	1.399629747	1.000000000	0.494858612	
[1][778/1776]	3.925981	 2.299472	1.384846926	1.399610770	1.000000000	0.495507060	
[1][779/1776]	0.822393	 2.297578	1.388734698	1.399596826	0.000000000	0.494871795	
[1][780/1776]	3.059807	 2.298554	1.386761665	1.399580392	0.000000000	0.494238156	
[1][781/1776]	3.048520	 2.299513	1.385652661	1.399562582	1.000000000	0.494884910	
[1][782/1776]	1.143476	 2.298036	1.382222533	1.399540436	1.000000000	0.495530013	
[1][783/1776]	3.234282	 2.299231	1.387430310	1.399524989	0.000000000	0.494897959	
[1][784/1776]	2.287431	 2.299216	1.387949944	1.399510244	0.000000000	0.494267516	
[1][785/1776]	3.600398	 2.300871	1.386000514	1.399493056	1.000000000	0.494910941	
[1][786/1776]	2.313607	 2.300887	1.387424707	1.399477722	0.000000000	0.494282084	
[1][787/1776]	0.788435	 2.298968	1.385939598	1.399460541	1.000000000	0.494923858	
[1][788/1776]	0.751351	 2.297006	1.388194680	1.399446263	0.000000000	0.494296578	
[1][789/1776]	2.873607	 2.297736	1.386466980	1.399429833	0.000000000	0.493670886	
[1][790/1776]	2.078801	 2.297459	1.384308457	1.399410716	1.000000000	0.494310999	
[1][791/1776]	2.147644	 2.297270	1.386322975	1.399394191	1.000000000	0.494949495	
[1][792/1776]	3.419465	 2.298685	1.384784818	1.399375768	1.000000000	0.495586381	
[1][793/1776]	5.348394	 2.302526	1.398362875	1.399374493	0.000000000	0.494962217	
[1][794/1776]	1.322582	 2.301294	1.385967851	1.399357629	1.000000000	0.495597484	
[1][795/1776]	1.947334	 2.300849	1.386191845	1.399341089	0.000000000	0.494974874	
[1][796/1776]	0.719275	 2.298865	1.384502172	1.399322471	1.000000000	0.495608532	
[1][797/1776]	2.794171	 2.299485	1.385584235	1.399305255	1.000000000	0.496240602	
[1][798/1776]	1.778727	 2.298834	1.390498400	1.399294232	0.000000000	0.495619524	
[1][799/1776]	2.819234	 2.299484	1.389109969	1.399281502	0.000000000	0.495000000	
[1][800/1776]	3.264771	 2.300689	1.386148930	1.399265107	0.000000000	0.494382022	
[1][801/1776]	5.103917	 2.304184	1.388463497	1.399251639	0.000000000	0.493765586	
[1][802/1776]	3.237606	 2.305347	1.385501385	1.399234515	1.000000000	0.494396015	
[1][803/1776]	1.046171	 2.303781	1.384533644	1.399216230	1.000000000	0.495024876	
[1][804/1776]	0.925428	 2.302069	1.389932990	1.399204698	0.000000000	0.494409938	
[1][805/1776]	1.148734	 2.300638	1.386128545	1.399188475	0.000000000	0.493796526	
[1][806/1776]	2.424294	 2.300791	1.384452939	1.399170215	1.000000000	0.494423792	
[1][807/1776]	4.916297	 2.304028	1.386376619	1.399154382	0.000000000	0.493811881	
[1][808/1776]	2.745775	 2.304574	1.386293411	1.399138484	1.000000000	0.494437577	
[1][809/1776]	1.756010	 2.303897	1.387929916	1.399124646	0.000000000	0.493827160	
[1][810/1776]	0.667287	 2.301879	1.390810251	1.399114394	0.000000000	0.493218249	
[1][811/1776]	0.650659	 2.299845	1.388397336	1.399101196	0.000000000	0.492610837	
[1][812/1776]	3.578129	 2.301417	1.385522246	1.399084494	1.000000000	0.493234932	
[1][813/1776]	1.225772	 2.300096	1.386778116	1.399069375	0.000000000	0.492628993	
[1][814/1776]	1.881033	 2.299582	1.385746598	1.399053028	1.000000000	0.493251534	
[1][815/1776]	1.863179	 2.299047	1.384861231	1.399035636	1.000000000	0.493872549	
[1][816/1776]	1.691295	 2.298303	1.384638190	1.399018014	1.000000000	0.494492044	
[1][817/1776]	2.732780	 2.298834	1.384108305	1.398999787	1.000000000	0.495110024	
[1][818/1776]	1.374121	 2.297705	1.389312983	1.398987960	1.000000000	0.495726496	
[1][819/1776]	3.240238	 2.298855	1.386350632	1.398972548	0.000000000	0.495121951	
[1][820/1776]	1.476655	 2.297853	1.386223793	1.398957020	1.000000000	0.495736906	
[1][821/1776]	2.856971	 2.298533	1.386392355	1.398941734	1.000000000	0.496350365	
[1][822/1776]	0.882765	 2.296813	1.385926843	1.398925920	1.000000000	0.496962333	
[1][823/1776]	0.739978	 2.294924	1.383664489	1.398907399	1.000000000	0.497572816	
[1][824/1776]	3.716240	 2.296646	1.386336088	1.398892161	1.000000000	0.498181818	
[1][825/1776]	2.538765	 2.296940	1.384505868	1.398874744	1.000000000	0.498789346	
[1][826/1776]	1.297473	 2.295731	1.383632183	1.398856313	1.000000000	0.499395405	
[1][827/1776]	5.199270	 2.299238	1.387730122	1.398842876	0.000000000	0.498792271	
[1][828/1776]	1.265262	 2.297991	1.382635593	1.398823325	1.000000000	0.499396864	
[1][829/1776]	1.750765	 2.297331	1.386946917	1.398809017	0.000000000	0.498795181	
[1][830/1776]	2.653945	 2.297760	1.387767792	1.398795730	0.000000000	0.498194946	
[1][831/1776]	3.263601	 2.298921	1.385674953	1.398779960	0.000000000	0.497596154	
[1][832/1776]	0.934353	 2.297283	1.386298180	1.398764976	1.000000000	0.498199280	
[1][833/1776]	2.660749	 2.297719	1.386506081	1.398750277	0.000000000	0.497601918	
[1][834/1776]	2.810325	 2.298333	1.388658524	1.398738191	0.000000000	0.497005988	
[1][835/1776]	2.987690	 2.299157	1.388022661	1.398725373	0.000000000	0.496411483	
[1][836/1776]	3.375501	 2.300443	1.386802316	1.398711128	0.000000000	0.495818399	
[1][837/1776]	0.984607	 2.298873	1.388424397	1.398698853	0.000000000	0.495226730	
[1][838/1776]	4.675337	 2.301706	1.386225224	1.398683986	0.000000000	0.494636472	
[1][839/1776]	1.821093	 2.301133	1.388820529	1.398672243	0.000000000	0.494047619	
[1][840/1776]	1.295314	 2.299937	1.386263251	1.398657488	0.000000000	0.493460166	
[1][841/1776]	5.896957	 2.304209	1.334589839	1.398581398	0.000000000	0.492874109	
[1][842/1776]	3.922437	 2.306129	1.387361526	1.398568089	0.000000000	0.492289442	
[1][843/1776]	3.769749	 2.307863	1.388639212	1.398556325	0.000000000	0.491706161	
[1][844/1776]	1.675945	 2.307115	1.384847879	1.398540102	1.000000000	0.492307692	
[1][845/1776]	3.463362	 2.308482	1.385796189	1.398525038	0.000000000	0.491725768	
[1][846/1776]	1.523815	 2.307556	1.382094622	1.398505640	0.000000000	0.491145218	
[1][847/1776]	1.122881	 2.306159	1.386332035	1.398491284	0.000000000	0.490566038	
[1][848/1776]	4.124205	 2.308300	1.386319399	1.398476947	1.000000000	0.491166078	
[1][849/1776]	1.706067	 2.307592	1.385056376	1.398461158	1.000000000	0.491764706	
[1][850/1776]	2.812714	 2.308185	1.387651443	1.398448456	1.000000000	0.492361927	
[1][851/1776]	5.234249	 2.311619	1.386046290	1.398433900	1.000000000	0.492957746	
[1][852/1776]	1.042773	 2.310132	1.386647582	1.398420082	0.000000000	0.492379836	
[1][853/1776]	2.204167	 2.310008	1.385820866	1.398405329	1.000000000	0.492974239	
[1][854/1776]	6.101934	 2.314443	1.384235978	1.398388757	0.000000000	0.492397661	
[1][855/1776]	1.578396	 2.313583	1.387609243	1.398376164	0.000000000	0.491822430	
[1][856/1776]	3.685916	 2.315184	1.386175752	1.398361928	1.000000000	0.492415403	
[1][857/1776]	5.359400	 2.318732	1.386273265	1.398347838	0.000000000	0.491841492	
[1][858/1776]	2.675970	 2.319148	1.384227395	1.398331400	1.000000000	0.492433062	
[1][859/1776]	1.177019	 2.317820	1.387039661	1.398318270	0.000000000	0.491860465	
[1][860/1776]	2.099081	 2.317566	1.381590366	1.398298842	1.000000000	0.492450639	
[1][861/1776]	2.219949	 2.317453	1.386480808	1.398285132	0.000000000	0.491879350	
[1][862/1776]	1.586967	 2.316606	1.384567142	1.398269236	1.000000000	0.492468134	
[1][863/1776]	2.647825	 2.316990	1.387225389	1.398256454	0.000000000	0.491898148	
[1][864/1776]	2.356014	 2.317035	1.388571858	1.398245258	0.000000000	0.491329480	
[1][865/1776]	1.452763	 2.316037	1.386968970	1.398232236	0.000000000	0.490762125	
[1][866/1776]	1.826212	 2.315472	1.385765553	1.398217857	0.000000000	0.490196078	
[1][867/1776]	2.868882	 2.316110	1.387076974	1.398205022	0.000000000	0.489631336	
[1][868/1776]	1.209767	 2.314836	1.384347916	1.398189076	1.000000000	0.490218642	
[1][869/1776]	0.911917	 2.313224	1.387460947	1.398176745	0.000000000	0.489655172	
[1][870/1776]	4.103690	 2.315279	1.386039376	1.398162810	1.000000000	0.490241102	
[1][871/1776]	2.056094	 2.314982	1.384878755	1.398147576	0.000000000	0.489678899	
[1][872/1776]	1.919062	 2.314529	1.384337425	1.398131757	1.000000000	0.490263459	
[1][873/1776]	2.336637	 2.314554	1.386126995	1.398118021	1.000000000	0.490846682	
[1][874/1776]	1.889467	 2.314068	1.388089776	1.398106561	0.000000000	0.490285714	
[1][875/1776]	3.823358	 2.315791	1.386566162	1.398093387	0.000000000	0.489726027	
[1][876/1776]	1.494328	 2.314854	1.386318684	1.398079960	0.000000000	0.489167617	
[1][877/1776]	2.326941	 2.314868	1.386261106	1.398066499	1.000000000	0.489749431	
[1][878/1776]	7.199673	 2.320425	1.387964249	1.398055006	0.000000000	0.489192264	
[1][879/1776]	2.305678	 2.320409	1.385428548	1.398040658	1.000000000	0.489772727	
[1][880/1776]	2.826321	 2.320983	1.385572433	1.398026506	1.000000000	0.490351873	
[1][881/1776]	1.901366	 2.320507	1.383853316	1.398010436	0.000000000	0.489795918	
[1][882/1776]	1.041513	 2.319059	1.387180686	1.397998172	0.000000000	0.489241223	
[1][883/1776]	0.808156	 2.317350	1.386523724	1.397985192	0.000000000	0.488687783	
[1][884/1776]	3.864790	 2.319098	1.387066722	1.397972854	0.000000000	0.488135593	
[1][885/1776]	2.637253	 2.319457	1.386374712	1.397959764	0.000000000	0.487584650	
[1][886/1776]	3.162993	 2.320408	1.386264563	1.397946579	1.000000000	0.488162345	
[1][887/1776]	3.207233	 2.321407	1.386151075	1.397933296	1.000000000	0.488738739	
[1][888/1776]	1.960227	 2.321001	1.386826992	1.397920802	0.000000000	0.488188976	
[1][889/1776]	4.243912	 2.323161	1.377794027	1.397898188	1.000000000	0.488764045	
[1][890/1776]	1.028429	 2.321708	1.386140347	1.397884992	0.000000000	0.488215488	
[1][891/1776]	1.890251	 2.321224	1.381741524	1.397866894	0.000000000	0.487668161	
[1][892/1776]	0.660442	 2.319365	1.385800958	1.397853382	1.000000000	0.488241881	
[1][893/1776]	2.336501	 2.319384	1.385063171	1.397839075	0.000000000	0.487695749	
[1][894/1776]	1.866639	 2.318878	1.383832097	1.397823425	1.000000000	0.488268156	
[1][895/1776]	3.082653	 2.319730	1.386249542	1.397810508	0.000000000	0.487723214	
[1][896/1776]	3.718959	 2.321290	1.385825396	1.397797147	0.000000000	0.487179487	
[1][897/1776]	4.668520	 2.323904	1.385369062	1.397783307	1.000000000	0.487750557	
[1][898/1776]	6.061827	 2.328062	1.384584665	1.397768625	1.000000000	0.488320356	
[1][899/1776]	2.074587	 2.327780	1.386207819	1.397755780	1.000000000	0.488888889	
[1][900/1776]	0.936797	 2.326236	1.385516763	1.397742196	1.000000000	0.489456160	
[1][901/1776]	0.923039	 2.324681	1.388886929	1.397732379	0.000000000	0.488913525	
[1][902/1776]	4.099389	 2.326646	1.386550426	1.397719996	1.000000000	0.489479513	
[1][903/1776]	2.128727	 2.326427	1.384518981	1.397705393	1.000000000	0.490044248	
[1][904/1776]	1.365174	 2.325365	1.398188591	1.397705927	1.000000000	0.490607735	
[1][905/1776]	4.280415	 2.327523	1.387637138	1.397694813	0.000000000	0.490066225	
[1][906/1776]	4.818450	 2.330269	1.391511202	1.397687996	1.000000000	0.490628445	
[1][907/1776]	0.801561	 2.328586	1.385046363	1.397674073	1.000000000	0.491189427	
[1][908/1776]	1.507383	 2.327682	1.386212349	1.397661464	1.000000000	0.491749175	
[1][909/1776]	1.498399	 2.326771	1.396265984	1.397659930	0.000000000	0.491208791	
[1][910/1776]	2.811022	 2.327303	1.386311293	1.397647473	1.000000000	0.491767289	
[1][911/1776]	1.461527	 2.326353	1.386007190	1.397634710	1.000000000	0.492324561	
