Epoch(step|length),BatchTime,AvgBatchTime,Loss,AvgLoss,Accuracy,AvgAccuracy
[22][75/258],4.182,3.210,0.9182,0.9313,0.6000,0.4908
[22][76/258],3.201,3.210,0.8146,0.9298,0.6000,0.4922
[22][77/258],3.785,3.217,0.9325,0.9299,0.7000,0.4949
[22][78/258],4.053,3.228,0.7644,0.9278,0.6000,0.4962
[22][79/258],3.409,3.230,1.0339,0.9291,0.5000,0.4963
[22][80/258],2.684,3.223,0.8244,0.9278,0.8000,0.5000
[22][81/258],3.209,3.223,1.1529,0.9305,0.5000,0.5000
[22][82/258],3.006,3.221,1.0489,0.9320,0.6000,0.5012
[22][83/258],3.030,3.218,0.8613,0.9311,0.4000,0.5000
[22][84/258],3.269,3.219,0.8720,0.9304,0.5000,0.5000
[22][85/258],3.314,3.220,1.0255,0.9315,0.6000,0.5012
[22][86/258],3.310,3.221,0.9932,0.9322,0.3000,0.4989
[22][87/258],3.473,3.224,0.9521,0.9325,0.7000,0.5011
[22][88/258],4.490,3.238,0.9337,0.9325,0.2000,0.4978
[22][89/258],3.477,3.241,0.6834,0.9297,0.8000,0.5011
[22][90/258],3.080,3.239,0.9334,0.9298,0.4000,0.5000
[22][91/258],4.814,3.256,0.9005,0.9294,0.4000,0.4989
[22][92/258],2.863,3.252,1.2355,0.9327,0.4000,0.4978
[22][93/258],2.981,3.249,0.8442,0.9318,0.6000,0.4989
[22][94/258],3.138,3.248,0.7745,0.9301,0.6000,0.5000
[22][95/258],4.240,3.258,0.8744,0.9295,0.5000,0.5000
[22][96/258],3.551,3.261,1.2688,0.9330,0.4000,0.4990
[22][97/258],2.620,3.255,1.0978,0.9347,0.4000,0.4980
[22][98/258],3.907,3.261,0.7950,0.9333,0.6000,0.4990
[22][99/258],3.454,3.263,1.0070,0.9341,0.5000,0.4990
[22][100/258],3.777,3.268,0.9021,0.9337,0.3000,0.4970
[22][101/258],3.448,3.270,0.9489,0.9339,0.4000,0.4961
[22][102/258],4.010,3.277,1.0891,0.9354,0.3000,0.4942
[22][103/258],3.778,3.282,0.9955,0.9360,0.4000,0.4933
[22][104/258],3.168,3.281,0.7790,0.9345,0.8000,0.4962
[22][105/258],3.360,3.282,0.8536,0.9337,0.7000,0.4981
[22][106/258],4.009,3.288,0.8871,0.9333,0.7000,0.5000
[22][107/258],3.365,3.289,0.8945,0.9329,0.4000,0.4991
[22][108/258],2.672,3.283,1.0229,0.9337,0.5000,0.4991
[22][109/258],2.805,3.279,1.0294,0.9346,0.3000,0.4973
[22][110/258],3.723,3.283,1.0057,0.9353,0.7000,0.4991
[22][111/258],4.138,3.291,1.0042,0.9359,0.4000,0.4982
[22][112/258],3.197,3.290,1.0657,0.9370,0.4000,0.4973
[22][113/258],3.405,3.291,0.9573,0.9372,0.6000,0.4982
[22][114/258],3.705,3.295,0.7747,0.9358,0.8000,0.5009
[22][115/258],2.938,3.291,0.8220,0.9348,0.6000,0.5017
[22][116/258],3.452,3.293,0.9387,0.9348,0.2000,0.4991
[22][117/258],2.910,3.290,1.0774,0.9360,0.5000,0.4992
[22][118/258],3.171,3.289,0.8603,0.9354,0.4000,0.4983
[22][119/258],3.020,3.286,0.8219,0.9345,0.5000,0.4983
[22][120/258],4.341,3.295,0.9798,0.9348,0.6000,0.4992
[22][121/258],3.441,3.296,1.1484,0.9366,0.5000,0.4992
[22][122/258],3.463,3.298,0.8258,0.9357,0.6000,0.5000
[22][123/258],3.692,3.301,1.1081,0.9371,0.3000,0.4984
[22][124/258],4.766,3.313,0.9135,0.9369,0.5000,0.4984
[22][125/258],3.551,3.314,0.8213,0.9360,0.6000,0.4992
[22][126/258],3.701,3.317,0.9081,0.9357,0.2000,0.4969
[22][127/258],3.120,3.316,0.8683,0.9352,0.3000,0.4953
[22][128/258],2.969,3.313,1.0530,0.9361,0.2000,0.4930
[22][129/258],4.023,3.319,0.9357,0.9361,0.3000,0.4915
[22][130/258],3.155,3.317,1.0179,0.9368,0.6000,0.4924
[22][131/258],3.246,3.317,1.0092,0.9373,0.4000,0.4917
[22][132/258],3.346,3.317,0.8862,0.9369,0.6000,0.4925
[22][133/258],3.745,3.320,0.7246,0.9353,0.6000,0.4933
[22][134/258],4.132,3.326,0.9102,0.9351,0.7000,0.4948
[22][135/258],3.628,3.329,0.8213,0.9343,0.5000,0.4949
[22][136/258],4.124,3.334,1.0672,0.9353,0.4000,0.4942
[22][137/258],3.564,3.336,0.6676,0.9333,0.7000,0.4957
[22][138/258],3.185,3.335,0.8282,0.9326,0.7000,0.4971
[22][139/258],3.183,3.334,0.9197,0.9325,0.3000,0.4957
[22][140/258],3.310,3.334,1.1004,0.9337,0.4000,0.4950
[22][141/258],2.712,3.329,0.9238,0.9336,0.3000,0.4937
[22][142/258],2.937,3.327,0.9364,0.9336,0.5000,0.4937
[22][143/258],4.535,3.335,0.9604,0.9338,0.5000,0.4938
[22][144/258],3.162,3.334,0.9943,0.9342,0.2000,0.4917
[22][145/258],4.015,3.338,0.8395,0.9336,0.5000,0.4918
[22][146/258],3.107,3.337,1.1469,0.9350,0.4000,0.4912
[22][147/258],3.855,3.340,0.8708,0.9346,0.5000,0.4912
[22][148/258],3.895,3.344,0.8437,0.9340,0.3000,0.4899
[22][149/258],3.276,3.344,0.8221,0.9332,0.7000,0.4913
[22][150/258],3.676,3.346,0.9970,0.9337,0.4000,0.4907
[22][151/258],3.036,3.344,0.7111,0.9322,0.8000,0.4928
[22][152/258],2.915,3.341,0.9010,0.9320,0.6000,0.4935
[22][153/258],3.803,3.344,1.2078,0.9338,0.5000,0.4935
[22][154/258],3.787,3.347,0.8890,0.9335,0.4000,0.4929
[22][155/258],3.309,3.347,1.0669,0.9344,0.3000,0.4917
[22][156/258],3.299,3.346,0.7943,0.9335,0.6000,0.4924
[22][157/258],4.305,3.352,0.8865,0.9332,0.4000,0.4918
[22][158/258],3.909,3.356,0.8199,0.9325,0.5000,0.4918
[22][159/258],3.553,3.357,0.8882,0.9322,0.6000,0.4925
[22][160/258],4.611,3.365,0.8029,0.9314,0.6000,0.4932
[22][161/258],4.365,3.371,0.7924,0.9305,0.4000,0.4926
[22][162/258],4.943,3.381,0.9748,0.9308,0.4000,0.4920
[22][163/258],3.666,3.382,1.2343,0.9326,0.2000,0.4902
[22][164/258],3.117,3.381,1.0658,0.9334,0.5000,0.4903
[22][165/258],3.545,3.382,0.7442,0.9323,0.6000,0.4910
[22][166/258],3.168,3.381,0.8331,0.9317,0.4000,0.4904
[22][167/258],3.277,3.380,0.9132,0.9316,0.5000,0.4905
[22][168/258],4.010,3.384,0.8359,0.9310,0.7000,0.4917
[22][169/258],3.446,3.384,1.2802,0.9331,0.4000,0.4912
[22][170/258],3.753,3.386,0.9566,0.9332,0.4000,0.4906
[22][171/258],3.381,3.386,0.8197,0.9326,0.7000,0.4919
[22][172/258],3.579,3.387,1.0994,0.9335,0.4000,0.4913
[22][173/258],4.543,3.394,0.8530,0.9331,0.4000,0.4908
[22][174/258],4.227,3.399,0.8245,0.9325,0.8000,0.4926
[22][175/258],4.123,3.403,0.8306,0.9319,0.7000,0.4938
[22][176/258],4.222,3.407,0.8888,0.9316,0.6000,0.4944
[22][177/258],3.283,3.407,0.9150,0.9315,0.6000,0.4949
[22][178/258],3.361,3.406,0.8836,0.9313,0.6000,0.4955
[22][179/258],3.969,3.410,0.6208,0.9295,1.0000,0.4983
[22][180/258],4.090,3.413,0.8262,0.9290,0.7000,0.4994
[22][181/258],3.869,3.416,0.7024,0.9277,0.7000,0.5005
[22][182/258],4.524,3.422,0.9014,0.9276,0.4000,0.5000
[22][183/258],3.949,3.425,0.6613,0.9261,0.7000,0.5011
[22][184/258],5.302,3.435,1.1072,0.9271,0.3000,0.5000
[22][185/258],4.479,3.441,0.7515,0.9262,0.5000,0.5000
[22][186/258],4.557,3.447,1.1857,0.9276,0.5000,0.5000
[22][187/258],3.646,3.448,0.9094,0.9275,0.5000,0.5000
[22][188/258],3.966,3.450,1.1231,0.9285,0.2000,0.4984
[22][189/258],3.449,3.450,1.0591,0.9292,0.6000,0.4989
[22][190/258],4.664,3.457,1.0463,0.9298,0.3000,0.4979
[22][191/258],4.563,3.462,1.0510,0.9304,0.3000,0.4969
[22][192/258],3.909,3.465,0.9214,0.9304,0.3000,0.4959
[22][193/258],5.327,3.474,1.0785,0.9311,0.2000,0.4943
[22][194/258],3.785,3.476,0.6942,0.9299,0.9000,0.4964
[22][195/258],3.426,3.476,0.7990,0.9293,0.4000,0.4959
[22][196/258],3.597,3.476,1.2431,0.9309,0.3000,0.4949
[22][197/258],3.771,3.478,1.0801,0.9316,0.4000,0.4944
[22][198/258],3.629,3.479,0.9698,0.9318,0.2000,0.4930
[22][199/258],3.986,3.481,0.8738,0.9315,0.4000,0.4925
[22][200/258],3.285,3.480,0.8581,0.9311,0.8000,0.4940
[22][201/258],3.295,3.479,0.7308,0.9302,0.6000,0.4946
[22][202/258],3.224,3.478,0.8656,0.9298,0.5000,0.4946
[22][203/258],4.612,3.483,0.9120,0.9297,0.3000,0.4936
[22][204/258],3.647,3.484,0.9368,0.9298,0.3000,0.4927
[22][205/258],4.085,3.487,0.9180,0.9297,0.4000,0.4922
[22][206/258],3.332,3.486,0.7467,0.9288,0.7000,0.4932
[22][207/258],3.488,3.486,1.0249,0.9293,0.1000,0.4913
[22][208/258],4.054,3.489,0.8930,0.9291,0.1000,0.4895
[22][209/258],3.888,3.491,0.9966,0.9294,0.7000,0.4905
[22][210/258],3.206,3.490,1.1473,0.9305,0.1000,0.4886
[22][211/258],3.643,3.490,0.9717,0.9307,0.3000,0.4877
[22][212/258],3.391,3.490,0.7940,0.9300,0.7000,0.4887
[22][213/258],4.218,3.493,1.4920,0.9327,0.2000,0.4874
[22][214/258],4.503,3.498,0.8263,0.9322,0.4000,0.4870
[22][215/258],3.588,3.498,1.0614,0.9328,0.4000,0.4866
[22][216/258],4.336,3.502,0.7761,0.9320,0.6000,0.4871
[22][217/258],4.206,3.506,0.9305,0.9320,0.6000,0.4876
[22][218/258],3.666,3.506,0.8623,0.9317,0.5000,0.4877
[22][219/258],3.877,3.508,0.8365,0.9313,0.5000,0.4877
[22][220/258],2.923,3.505,0.7825,0.9306,0.6000,0.4882
[22][221/258],4.736,3.511,1.0757,0.9313,0.2000,0.4869
[22][222/258],3.413,3.510,1.0846,0.9320,0.3000,0.4861
[22][223/258],4.266,3.514,0.9616,0.9321,0.2000,0.4848
[22][224/258],4.593,3.519,0.8321,0.9316,0.5000,0.4849
[22][225/258],4.340,3.522,0.9136,0.9316,0.5000,0.4850
[22][226/258],4.080,3.525,1.0755,0.9322,0.3000,0.4841
[22][227/258],3.479,3.524,1.3082,0.9338,0.3000,0.4833
[22][228/258],4.873,3.530,1.0715,0.9344,0.4000,0.4830
[22][229/258],4.056,3.533,0.9287,0.9344,0.5000,0.4830
[22][230/258],3.241,3.531,0.8950,0.9342,0.5000,0.4831
[22][231/258],4.298,3.535,0.8566,0.9339,0.8000,0.4845
[22][232/258],4.018,3.537,0.9613,0.9340,0.5000,0.4845
[22][233/258],4.091,3.539,1.2093,0.9352,0.6000,0.4850
[22][234/258],4.622,3.544,1.0615,0.9357,0.5000,0.4851
[22][235/258],3.431,3.543,1.0013,0.9360,0.5000,0.4852
[22][236/258],4.148,3.546,1.0208,0.9364,0.5000,0.4852
[22][237/258],4.051,3.548,0.8806,0.9361,0.8000,0.4866
[22][238/258],4.341,3.551,0.8221,0.9357,0.4000,0.4862
[22][239/258],3.898,3.553,0.7884,0.9351,0.5000,0.4863
[22][240/258],4.334,3.556,0.8218,0.9346,0.7000,0.4871
[22][241/258],4.796,3.561,1.2219,0.9358,0.2000,0.4860
[22][242/258],4.636,3.565,1.1931,0.9368,0.5000,0.4860
[22][243/258],4.361,3.569,0.9538,0.9369,0.4000,0.4857
[22][244/258],3.168,3.567,0.8671,0.9366,0.5000,0.4857
[22][245/258],4.811,3.572,0.9610,0.9367,0.4000,0.4854
[22][246/258],4.885,3.577,0.8961,0.9366,0.7000,0.4862
[22][247/258],4.565,3.581,0.9018,0.9364,0.7000,0.4871
[22][248/258],4.757,3.586,0.8981,0.9363,0.4000,0.4867
[22][249/258],4.489,3.590,1.0258,0.9366,0.5000,0.4868
[22][250/258],3.905,3.591,0.7225,0.9358,0.7000,0.4876
[22][251/258],4.446,3.594,0.8885,0.9356,0.4000,0.4873
[22][252/258],4.672,3.599,1.1094,0.9363,0.3000,0.4866
[22][253/258],3.119,3.597,1.1991,0.9373,0.3000,0.4858
[22][254/258],3.751,3.597,0.9559,0.9374,0.7000,0.4867
[22][255/258],4.310,3.600,0.8169,0.9369,0.6000,0.4871
[22][256/258],4.610,3.604,1.1991,0.9379,0.1000,0.4856
[22][257/258],2.883,3.601,0.9512,0.9380,0.5714,0.4858
[23][0/258],3.861,3.861,0.8184,0.8184,0.6000,0.6000
[23][1/258],3.662,3.761,1.1241,0.9713,0.3000,0.4500
[23][2/258],3.554,3.692,0.9429,0.9618,0.4000,0.4333
[23][3/258],2.942,3.505,1.0292,0.9786,0.4000,0.4250
[23][4/258],2.824,3.369,0.9563,0.9742,0.4000,0.4200
[23][5/258],3.349,3.365,0.9813,0.9754,0.3000,0.4000
[23][6/258],2.460,3.236,0.9347,0.9696,0.6000,0.4286
[23][7/258],3.721,3.297,0.8587,0.9557,0.6000,0.4500
[23][8/258],2.967,3.260,0.8858,0.9479,0.6000,0.4667
[23][9/258],3.968,3.331,0.9681,0.9499,0.3000,0.4500
[23][10/258],2.492,3.255,0.8779,0.9434,0.6000,0.4636
[23][11/258],3.019,3.235,0.7636,0.9284,0.6000,0.4750
[23][12/258],2.227,3.157,0.9039,0.9265,0.5000,0.4769
[23][13/258],3.887,3.209,0.8057,0.9179,0.5000,0.4786
[23][14/258],3.401,3.222,1.0137,0.9243,0.5000,0.4800
[23][15/258],2.746,3.192,0.6894,0.9096,0.9000,0.5062
[23][16/258],2.829,3.171,0.8129,0.9039,0.7000,0.5176
[23][17/258],3.475,3.188,0.8914,0.9032,0.4000,0.5111
[23][18/258],4.764,3.271,0.6677,0.8908,1.0000,0.5368
[23][19/258],3.886,3.302,0.8190,0.8872,0.6000,0.5400
[23][20/258],2.973,3.286,1.0827,0.8965,0.3000,0.5286
[23][21/258],2.168,3.235,0.9751,0.9001,0.5000,0.5273
[23][22/258],2.088,3.185,1.6360,0.9321,0.4000,0.5217
[23][23/258],2.332,3.150,0.9865,0.9344,0.3000,0.5125
[23][24/258],2.363,3.118,0.8670,0.9317,0.6000,0.5160
[23][25/258],2.224,3.084,0.9413,0.9320,0.5000,0.5154
[23][26/258],3.833,3.112,0.8689,0.9297,0.4000,0.5111
[23][27/258],3.167,3.114,0.8097,0.9254,0.7000,0.5179
[23][28/258],2.908,3.106,0.7847,0.9206,0.6000,0.5207
[23][29/258],3.536,3.121,1.0224,0.9240,0.3000,0.5133
[23][30/258],3.540,3.134,0.8418,0.9213,0.4000,0.5097
[23][31/258],3.203,3.136,1.0890,0.9266,0.3000,0.5031
[23][32/258],3.119,3.136,1.2447,0.9362,0.5000,0.5030
[23][33/258],3.238,3.139,0.8358,0.9332,0.5000,0.5029
[23][34/258],2.870,3.131,1.0172,0.9356,0.1000,0.4914
[23][35/258],3.329,3.137,0.8439,0.9331,0.4000,0.4889
[23][36/258],4.477,3.173,0.7945,0.9293,0.5000,0.4892
[23][37/258],3.052,3.170,0.8304,0.9267,0.5000,0.4895
[23][38/258],2.969,3.165,1.0115,0.9289,0.5000,0.4897
[23][39/258],3.086,3.163,1.0369,0.9316,0.5000,0.4900
[23][40/258],3.021,3.159,0.7555,0.9273,0.7000,0.4951
[23][41/258],2.972,3.155,0.9524,0.9279,0.5000,0.4952
[23][42/258],4.185,3.179,0.8776,0.9267,0.5000,0.4953
[23][43/258],3.862,3.194,0.8297,0.9245,0.5000,0.4955
[23][44/258],3.298,3.197,0.7724,0.9212,0.4000,0.4933
[23][45/258],3.582,3.205,1.0673,0.9243,0.5000,0.4935
[23][46/258],3.511,3.211,0.7907,0.9215,0.6000,0.4957
[23][47/258],2.513,3.197,0.7813,0.9186,0.7000,0.5000
[23][48/258],3.474,3.203,1.0495,0.9212,0.6000,0.5020
[23][49/258],3.787,3.214,0.7817,0.9185,0.7000,0.5060
[23][50/258],3.567,3.221,0.7577,0.9153,0.6000,0.5078
[23][51/258],3.195,3.221,1.0556,0.9180,0.5000,0.5077
[23][52/258],2.816,3.213,0.9771,0.9191,0.3000,0.5038
[23][53/258],3.790,3.224,0.7748,0.9164,0.5000,0.5037
[23][54/258],2.857,3.217,0.9495,0.9170,0.6000,0.5055
[23][55/258],3.359,3.220,0.8662,0.9161,0.1000,0.4982
[23][56/258],3.674,3.228,0.8191,0.9144,0.6000,0.5000
[23][57/258],2.675,3.218,0.9239,0.9146,0.3000,0.4966
[23][58/258],2.933,3.213,0.8970,0.9143,0.6000,0.4983
[23][59/258],3.113,3.211,0.8049,0.9125,0.3000,0.4950
[23][60/258],2.823,3.205,0.7117,0.9092,0.8000,0.5000
[23][61/258],2.078,3.187,0.9332,0.9096,0.4000,0.4984
[23][62/258],2.827,3.181,1.4156,0.9176,0.1000,0.4921
[23][63/258],2.961,3.178,0.7029,0.9142,0.7000,0.4953
[23][64/258],2.701,3.170,0.7381,0.9115,0.8000,0.5000
[23][65/258],2.587,3.162,1.0111,0.9130,0.3000,0.4970
[23][66/258],2.656,3.154,1.0818,0.9156,0.5000,0.4970
[23][67/258],3.685,3.162,1.2749,0.9208,0.2000,0.4926
[23][68/258],4.248,3.178,0.7892,0.9189,0.3000,0.4899
[23][69/258],4.239,3.193,0.8080,0.9174,0.3000,0.4871
[23][70/258],3.224,3.193,0.9253,0.9175,0.4000,0.4859
[23][71/258],3.008,3.191,0.8215,0.9161,0.5000,0.4861
[23][72/258],2.858,3.186,0.7361,0.9137,0.6000,0.4877
[23][73/258],3.456,3.190,1.1052,0.9163,0.4000,0.4865
[23][74/258],3.535,3.194,0.7288,0.9138,0.7000,0.4893
[23][75/258],2.728,3.188,0.9254,0.9139,0.4000,0.4882
[23][76/258],4.063,3.200,0.8960,0.9137,0.5000,0.4883
[23][77/258],3.735,3.206,1.0010,0.9148,0.1000,0.4833
[23][78/258],4.457,3.222,0.7268,0.9124,0.6000,0.4848
[23][79/258],3.607,3.227,0.9865,0.9133,0.5000,0.4850
[23][80/258],3.754,3.234,0.9681,0.9140,0.3000,0.4827
[23][81/258],3.047,3.231,0.8676,0.9135,0.5000,0.4829
[23][82/258],3.953,3.240,0.9741,0.9142,0.2000,0.4795
[23][83/258],3.942,3.248,0.8115,0.9130,0.7000,0.4821
[23][84/258],3.736,3.254,0.9898,0.9139,0.5000,0.4824
[23][85/258],4.055,3.263,0.8055,0.9126,0.5000,0.4826
[23][86/258],2.977,3.260,0.9878,0.9135,0.2000,0.4793
[23][87/258],3.739,3.266,0.9654,0.9141,0.4000,0.4784
[23][88/258],4.722,3.282,0.8419,0.9132,0.6000,0.4798
[23][89/258],3.058,3.279,0.9168,0.9133,0.3000,0.4778
[23][90/258],4.327,3.291,0.7929,0.9120,0.5000,0.4780
[23][91/258],3.574,3.294,0.9170,0.9120,0.4000,0.4772
[23][92/258],2.945,3.290,0.9913,0.9129,0.7000,0.4796
[23][93/258],3.819,3.296,0.9819,0.9136,0.7000,0.4819
[23][94/258],3.260,3.296,0.9363,0.9138,0.4000,0.4811
[23][95/258],3.988,3.303,0.7776,0.9124,0.5000,0.4813
[23][96/258],4.229,3.312,0.7269,0.9105,0.7000,0.4835
[23][97/258],4.232,3.322,0.8307,0.9097,0.5000,0.4837
[23][98/258],3.184,3.320,0.9035,0.9096,0.5000,0.4838
[23][99/258],4.049,3.328,0.8863,0.9094,0.7000,0.4860
[23][100/258],2.572,3.320,1.2628,0.9129,0.4000,0.4851
[23][101/258],3.623,3.323,0.8231,0.9120,0.6000,0.4863
[23][102/258],3.732,3.327,1.0679,0.9135,0.2000,0.4835
[23][103/258],2.832,3.322,1.0308,0.9147,0.4000,0.4827
[23][104/258],3.260,3.322,0.9013,0.9145,0.3000,0.4810
[23][105/258],3.782,3.326,1.0742,0.9160,0.1000,0.4774
[23][106/258],4.296,3.335,0.9158,0.9160,0.4000,0.4766
[23][107/258],3.060,3.333,0.8574,0.9155,0.5000,0.4769
[23][108/258],3.038,3.330,0.7912,0.9144,0.4000,0.4761
[23][109/258],3.366,3.330,0.7851,0.9132,0.7000,0.4782
[23][110/258],3.224,3.329,0.7754,0.9119,0.6000,0.4793
[23][111/258],3.751,3.333,0.8984,0.9118,0.6000,0.4804
[23][112/258],3.407,3.334,0.8972,0.9117,0.6000,0.4814
[23][113/258],2.965,3.330,0.8797,0.9114,0.8000,0.4842
[23][114/258],4.032,3.336,0.7001,0.9096,1.0000,0.4887
[23][115/258],3.460,3.338,0.8156,0.9088,0.7000,0.4905
[23][116/258],3.061,3.335,1.2119,0.9114,0.4000,0.4897
[23][117/258],2.972,3.332,0.8686,0.9110,0.7000,0.4915
[23][118/258],4.396,3.341,0.8961,0.9109,0.5000,0.4916
[23][119/258],3.456,3.342,0.9633,0.9113,0.4000,0.4908
[23][120/258],4.062,3.348,0.8026,0.9104,0.5000,0.4909
[23][121/258],3.443,3.349,0.8426,0.9098,0.5000,0.4910
[23][122/258],4.172,3.355,0.6623,0.9078,0.9000,0.4943
[23][123/258],3.180,3.354,0.8041,0.9070,0.3000,0.4927
[23][124/258],3.085,3.352,1.0042,0.9078,0.4000,0.4920
[23][125/258],3.461,3.353,0.7676,0.9067,0.4000,0.4913
[23][126/258],3.185,3.351,0.9612,0.9071,0.5000,0.4913
[23][127/258],4.203,3.358,0.6269,0.9049,0.7000,0.4930
[23][128/258],4.087,3.364,0.9565,0.9053,0.2000,0.4907
[23][129/258],3.057,3.361,0.7275,0.9039,0.5000,0.4908
[23][130/258],3.551,3.363,0.6159,0.9017,0.7000,0.4924
[23][131/258],3.266,3.362,0.9476,0.9021,0.4000,0.4917
[23][132/258],3.751,3.365,0.8143,0.9014,0.6000,0.4925
[23][133/258],3.058,3.363,0.8667,0.9012,0.7000,0.4940
[23][134/258],3.914,3.367,1.0147,0.9020,0.4000,0.4933
[23][135/258],4.380,3.374,0.7452,0.9009,0.7000,0.4949
[23][136/258],2.887,3.371,0.6936,0.8993,0.8000,0.4971
[23][137/258],4.355,3.378,0.7511,0.8983,0.7000,0.4986
[23][138/258],3.312,3.377,0.6589,0.8965,0.6000,0.4993
[23][139/258],3.767,3.380,0.7736,0.8957,0.6000,0.5000
[23][140/258],3.758,3.383,1.0229,0.8966,0.5000,0.5000
[23][141/258],3.156,3.381,1.1337,0.8982,0.2000,0.4979
[23][142/258],3.655,3.383,0.8824,0.8981,0.3000,0.4965
[23][143/258],3.322,3.383,1.1164,0.8996,0.4000,0.4958
[23][144/258],4.539,3.391,0.6470,0.8979,0.7000,0.4972
[23][145/258],2.792,3.387,1.0235,0.8988,0.6000,0.4979
[23][146/258],3.642,3.388,1.0863,0.9000,0.6000,0.4986
[23][147/258],4.164,3.394,0.8679,0.8998,0.5000,0.4986
[23][148/258],4.356,3.400,0.9785,0.9003,0.3000,0.4973
[23][149/258],3.346,3.400,1.0644,0.9014,0.6000,0.4980
[23][150/258],3.815,3.402,1.0880,0.9027,0.3000,0.4967
[23][151/258],3.281,3.402,0.7611,0.9017,0.4000,0.4961
[23][152/258],3.575,3.403,0.8641,0.9015,0.3000,0.4948
[23][153/258],4.486,3.410,0.8964,0.9015,0.4000,0.4942
[23][154/258],2.606,3.405,0.8024,0.9008,0.6000,0.4948
[23][155/258],3.965,3.408,0.7052,0.8996,0.6000,0.4955
[23][156/258],4.294,3.414,0.7405,0.8986,0.6000,0.4962
[23][157/258],3.663,3.415,1.0871,0.8998,0.7000,0.4975
[23][158/258],3.895,3.418,1.0050,0.9004,0.4000,0.4969
[23][159/258],3.601,3.420,0.6984,0.8992,0.6000,0.4975
[23][160/258],3.943,3.423,0.7494,0.8982,0.5000,0.4975
[23][161/258],3.790,3.425,0.7976,0.8976,0.5000,0.4975
[23][162/258],3.302,3.424,0.7259,0.8965,0.4000,0.4969
[23][163/258],3.706,3.426,1.0939,0.8978,0.6000,0.4976
[23][164/258],3.650,3.427,0.9852,0.8983,0.4000,0.4970
[23][165/258],3.583,3.428,0.7032,0.8971,0.6000,0.4976
[23][166/258],3.963,3.432,1.1239,0.8985,0.4000,0.4970
[23][167/258],3.632,3.433,0.9687,0.8989,0.7000,0.4982
[23][168/258],3.876,3.435,0.7333,0.8979,0.7000,0.4994
[23][169/258],3.016,3.433,1.0101,0.8986,0.5000,0.4994
[23][170/258],3.080,3.431,1.0615,0.8995,0.3000,0.4982
[23][171/258],4.737,3.438,0.7873,0.8989,0.6000,0.4988
[23][172/258],5.276,3.449,0.9091,0.8989,0.3000,0.4977
[23][173/258],4.219,3.453,1.0516,0.8998,0.6000,0.4983
[23][174/258],3.625,3.454,1.1403,0.9012,0.4000,0.4977
[23][175/258],3.264,3.453,0.9970,0.9017,0.5000,0.4977
[23][176/258],3.771,3.455,0.8958,0.9017,0.9000,0.5000
[23][177/258],4.180,3.459,0.7662,0.9009,0.5000,0.5000
[23][178/258],3.409,3.459,1.2122,0.9027,0.5000,0.5000
[23][179/258],4.098,3.462,0.9317,0.9028,0.3000,0.4989
[23][180/258],3.605,3.463,0.9865,0.9033,0.3000,0.4978
[23][181/258],2.859,3.460,0.8414,0.9029,0.7000,0.4989
[23][182/258],3.438,3.460,0.9784,0.9034,0.3000,0.4978
[23][183/258],2.906,3.457,0.9478,0.9036,0.4000,0.4973
[23][184/258],2.883,3.454,1.0771,0.9045,0.4000,0.4968
[23][185/258],3.206,3.452,0.6505,0.9032,0.6000,0.4973
[23][186/258],4.134,3.456,1.2322,0.9049,0.4000,0.4968
[23][187/258],4.402,3.461,0.9860,0.9054,0.7000,0.4979
[23][188/258],3.885,3.463,0.9080,0.9054,0.2000,0.4963
[23][189/258],3.527,3.464,1.0480,0.9061,0.5000,0.4963
[23][190/258],3.208,3.462,0.9943,0.9066,0.5000,0.4963
[23][191/258],5.164,3.471,0.9090,0.9066,0.4000,0.4958
[23][192/258],4.403,3.476,1.0519,0.9074,0.4000,0.4953
[23][193/258],4.445,3.481,1.1156,0.9084,0.3000,0.4943
[23][194/258],2.840,3.478,1.2903,0.9104,0.2000,0.4928
[23][195/258],3.455,3.478,0.9843,0.9108,0.6000,0.4934
[23][196/258],3.310,3.477,1.1093,0.9118,0.2000,0.4919
[23][197/258],4.231,3.481,0.9770,0.9121,0.3000,0.4909
[23][198/258],4.276,3.485,1.2582,0.9138,0.3000,0.4899
[23][199/258],3.476,3.485,1.2038,0.9153,0.2000,0.4885
[23][200/258],3.053,3.482,1.0107,0.9158,0.6000,0.4891
[23][201/258],3.744,3.484,1.0760,0.9166,0.5000,0.4891
[23][202/258],3.857,3.485,1.1761,0.9178,0.5000,0.4892
[23][203/258],3.596,3.486,0.8902,0.9177,0.4000,0.4887
[23][204/258],4.509,3.491,1.0438,0.9183,0.4000,0.4883
[23][205/258],2.935,3.488,0.9082,0.9183,0.4000,0.4879
[23][206/258],4.284,3.492,1.0752,0.9190,0.5000,0.4879
[23][207/258],3.398,3.492,0.9650,0.9192,0.7000,0.4889
[23][208/258],3.940,3.494,0.8522,0.9189,0.5000,0.4890
[23][209/258],3.909,3.496,0.8558,0.9186,0.4000,0.4886
[23][210/258],4.230,3.499,0.8800,0.9184,0.7000,0.4896
[23][211/258],3.809,3.501,0.9340,0.9185,0.5000,0.4896
[23][212/258],3.104,3.499,1.2003,0.9198,0.5000,0.4897
[23][213/258],4.404,3.503,0.8365,0.9194,0.7000,0.4907
[23][214/258],4.412,3.507,0.9422,0.9196,0.4000,0.4902
